日期,收盘价,信号,策略日收益,策略累计净值,市场累计净值
2025-07-14,207.79562377929688,1,-0.012028889648712626,0.8123762710394485,0.8575895966497683
2025-07-15,208.28370666503906,1,0.002348860273691855,0.8142844293897831,0.8596039547844704
2025-07-16,209.3295440673828,1,0.005021215625020892,0.8183731270898462,0.8639202115935639
2025-07-17,209.19009399414062,1,-0.0006661748290881508,0.8178279475117768,0.8633446896942598
2025-07-18,210.3455047607422,1,0.005523257552692451,0.8223450218996742,0.8681131647721906
2025-07-21,211.64036560058594,1,0.006155875978032466,0.827407275865641,0.8734571617494254
2025-07-22,213.5527801513672,1,0.00903615217897702,0.8348838539243557,0.8813498535848105
2025-07-23,213.3037872314453,1,-0.001165954944465697,0.833910416966818,0.8803222393652193
2025-07-24,212.91531372070312,1,-0.0018212218160039706,0.8323916811228451,0.8787189772977738
2025-07-25,213.03485107421875,1,0.0005614314509685414,0.8328590119921521,0.8792123177681918
2025-07-28,213.2041778564453,1,0.0007948313685424147,0.8335209944604567,0.8799111432979628
2025-07-29,210.43516540527344,1,-0.012987608774891357,0.8226955498787459,0.8684832016121415
2025-07-30,208.2239227294922,1,-0.010507952278425825,0.8140507043009467,0.8593572215749867
2025-07-31,206.74978637695312,0,-0.007079572477626139,0.8082875733393856,0.8532733398406752
2025-08-01,201.58030700683594,0,-0.0,0.8082875733393856,0.8319384741333167
2025-08-04,202.54644775390625,0,0.0,0.8082875733393856,0.8359258163040401
2025-08-05,202.11814880371094,0,-0.0,0.8082875733393856,0.834158191378822
2025-08-06,212.4073486328125,0,0.0,0.8082875733393856,0.8766225636827358
2025-08-07,219.16053771972656,0,0.0,0.8082875733393856,0.9044935293932431
2025-08-08,228.44374084472656,1,0.0,0.8082875733393856,0.9428060707201111
2025-08-11,226.53909301757812,1,-0.008337491848564249,0.8015484822853727,0.9349454327907053
2025-08-12,229.0021209716797,1,0.010872419065924621,0.8102632532864351,0.9451105513397781
2025-08-13,232.6717529296875,1,0.01602444528652036,0.8232472724564016,0.9602554236594354
2025-08-14,232.12330627441406,1,-0.0023571690519698096,0.8213067394636488,0.9579919392927992
2025-08-15,230.93667602539062,1,-0.005112068529734892,0.8171081631275775,0.9530946188482008
2025-08-18,230.23863220214844,1,-0.0030226633346253085,0.8146383202424687,0.9502137346893796
2025-08-19,229.90957641601562,1,-0.0014291944969683223,0.8134740436381587,0.9488556944488179
2025-08-20,225.3723907470703,1,-0.019734652812962383,0.797420415814603,0.9301303567492681
2025-08-21,224.26551818847656,1,-0.004911305040181113,0.7935040409072694,0.92556220284014
2025-08-22,227.11746215820312,1,0.01271681885277487,0.803594888054432,0.9373324097106334
2025-08-25,226.5191650390625,1,-0.0026343069945183872,0.801477972420071,0.9348631883875439
2025-08-26,228.6630859375,1,0.00946463359101557,0.809063667760297,0.9437113259233606
2025-08-27,229.8397674560547,1,0.005145918125483151,0.8132270431528946,0.9485675871406534
2025-08-28,231.90391540527344,1,0.00898081290311703,0.8205304830752058,0.9570864951667247
2025-08-29,231.485107421875,1,-0.001805954775134011,0.8190486421311531,0.9553580402405621
2025-09-02,229.07192993164062,1,-0.010424763463666054,0.810510253771699,0.9453986586479427
2025-09-03,237.7972412109375,1,0.038089831791702666,0.8413824530033133,0.9814087345319442
2025-09-04,239.10354614257812,1,0.005493356125531701,0.8460044664554339,0.9867999622154355
2025-09-05,239.01380920410156,1,-0.00037530576155930806,0.8456869561048683,0.9864296105041096
2025-09-08,237.20892333984375,1,-0.007551387387481734,0.8393008462907802,0.9789806983847104
2025-09-09,233.6888885498047,1,-0.01483938605882873,0.8268461370131696,0.9644532258572379
2025-09-10,226.1501922607422,1,-0.03225954103271722,0.8001724601284494,0.9333404074435598
2025-09-11,229.3810577392578,1,0.014286370691166894,0.8116040205107075,0.9466744544853433
2025-09-12,233.40966796875,1,0.01756295951024689,0.8258581890612906,0.9633008595988544
2025-09-15,236.03224182128906,1,0.011235926409398633,0.8351374708981825,0.9741244371674176
2025-09-16,237.4781494140625,1,0.006125890181851501,0.840253431331654,0.9800918164929631
2025-09-17,238.3157958984375,1,0.003527257082143187,0.8432172211981137,0.9835488522938385
2025-09-18,237.20892333984375,1,-0.004644562289381149,0.8393008462907802,0.9789806983847104
2025-09-19,244.80740356445312,1,0.032032859968438965,0.866186052771405,1.0103402500078724
2025-09-22,255.35755920410156,1,0.043095737653501054,0.9035149796607631,1.0538816083629843
2025-09-23,253.7122344970703,1,-0.006443219116596399,0.8976934346716817,1.0470912182373506
2025-09-24,251.59820556640625,1,-0.008332388601025364,0.8902135041294081,1.038366447306276
2025-09-25,256.1453552246094,1,0.018073060767529903,0.9063023868856147,1.0571329072074065
2025-09-26,254.73931884765625,1,-0.005489212856193304,0.9013275001719235,1.0513300796624585
2025-09-29,253.7122344970703,1,-0.0040319034973952395,0.8976934346716818,1.0470912182373506
2025-09-30,253.9116668701172,1,0.0007860573749713939,0.898399073216469,1.047914292011714
2025-10-01,254.72933959960938,1,0.0032203038937570483,0.9012921912500956,1.051288894486603
2025-10-02,256.40460205078125,1,0.006576637201686664,0.9072196630046607,1.0582028401398036
2025-10-03,257.2920837402344,1,0.0034612549164674267,0.9103597815235516,1.0618655499228573
2025-10-06,255.96585083007812,1,-0.005154581092728927,0.9056672582061295,1.0563920778362048
2025-10-07,255.7564697265625,1,-0.0008180040534181421,0.9049264187178687,1.055527944834536
2025-10-08,257.33197021484375,1,0.006160158880694766,0.9105009092325089,1.06203016467773
2025-10-09,253.32330322265625,1,-0.015577803989301087,0.8963173045364045,1.045486066941655
2025-10-10,244.57806396484375,1,-0.03452204809648307,0.8653745954394887,1.0093937466544922
2025-10-13,246.96131896972656,1,0.00974435305541288,0.8738071110226362,1.0192296356938195
